City,Cloudiness,Date,Humidity,Lat,Lon,Max Temp,Windspeed
Bam,13,1627343018,15,29.106,58.357,88.56,18.99
Bazarnye Mataki,31,1627343018,70,54.8833,49.9333,55.72,7.65
Powell River,20,1627343019,57,49.8496,-124.5361,84.04,8.05
Belaya Gora,79,1627343019,43,68.5333,146.4167,57.29,11.48
Marshall,75,1627342982,72,34.3834,-86.3333,86.13,1.99
Becerril,93,1627343020,93,9.7041,-73.2793,75.72,3.78
Krasnyy Chikoy,87,1627343020,74,50.3643,108.7512,62.35,2.73
Ganzhou,5,1627343020,73,28.8184,115.4327,84.79,4.16
Tashara,65,1627343021,80,55.5195,83.5094,56.23,8.34
Podor,0,1627343021,65,16.6527,-14.9587,84.15,4.61
Caravelas,4,1627343022,84,-17.7125,-39.2481,70.03,5.37
Sardulgarh,74,1627343022,79,29.7,75.25,83.89,9.75
Bayjī,0,1627343023,19,34.9311,43.487,97.3,8.77
Ponferrada,19,1627343023,84,42.5466,-6.5962,65.21,1.01
The Pas,1,1627343023,53,53.8251,-101.2541,73.42,3.65
Paita,0,1627343024,81,-5.0892,-81.1144,72.16,16.84
Fortuna,1,1627342859,80,40.5982,-124.1573,97.48,14.97
Ahipara,13,1627342854,66,-35.1667,173.1667,58.86,16.67
Monrovia,97,1627343025,83,6.3005,-10.7969,76.59,12.15
Bichena,100,1627343025,92,10.45,38.2,52.52,4.83
Hong Kong,95,1627342587,85,22.2855,114.1577,88.32,5.99
Vágur,100,1627343026,99,61.4732,-6.8119,52.2,8.86
Hay River,75,1627343026,56,60.8156,-115.7999,71.58,4.61
Taywarah,32,1627343027,32,33.35,64.4167,59.09,7.25
Omboué,72,1627343027,83,-1.5746,9.2618,71.49,5.82
Iqaluit,75,1627343027,81,63.7506,-68.5145,49.73,2.3
Suntar,45,1627343028,51,62.1444,117.6319,78.82,3.2
Tabou,100,1627343028,78,4.423,-7.3528,75.94,9.73
Padang,18,1627343029,87,-0.9492,100.3543,77.68,3.0
Vila,21,1627343029,87,42.0304,-8.1588,58.75,2.91
Kidal,100,1627343029,36,18.4411,1.4078,88.59,7.76
Sorong,58,1627343030,83,-0.8833,131.25,80.53,8.16
Makkah al Mukarramah,83,1627342936,36,21.4267,39.8261,88.09,6.55
Cidreira,100,1627342841,98,-30.1811,-50.2056,62.26,6.87
Kiruna,71,1627343031,82,67.8557,20.2251,56.32,2.3
Leningradskiy,61,1627343031,79,69.3833,178.4167,42.06,7.67
Biak,76,1627343031,74,-0.9131,122.8766,76.93,6.49
Ozernovskiy,100,1627343032,93,51.5,156.5167,59.09,8.43
Nowy Dwór Gdański,64,1627343032,96,54.2131,19.1177,70.0,6.11
Cairns,75,1627343033,69,-16.9167,145.7667,77.11,9.22
Beringovskiy,100,1627343034,92,63.05,179.3167,53.42,7.58
Namatanai,33,1627343035,65,-3.6667,152.4333,84.2,4.74
Menongue,22,1627343035,49,-14.6585,17.691,47.64,6.06
Nelson Bay,4,1627343035,67,-32.7167,152.15,61.95,1.99
Chernyshevskiy,9,1627343036,47,63.0128,112.4714,77.18,0.76
Kiryat Gat,0,1627343036,83,31.61,34.7642,79.81,5.14
Esperance,35,1627342848,66,-33.8667,121.9,55.24,34.34
Tateyama,75,1627343037,83,34.9833,139.8667,78.1,13.8
Mokhsogollokh,54,1627343037,54,61.4681,128.9203,76.87,9.1
Bucerías,75,1627342991,74,20.75,-105.3333,85.98,6.91
São Filipe,24,1627342874,83,14.8961,-24.4956,75.07,9.55
Fairbanks,1,1627343038,48,64.8378,-147.7164,74.01,3.0
Black Forest,20,1627343038,30,39.0131,-104.7008,87.35,1.99
Dandong,27,1627343039,73,40.1292,124.3947,81.25,2.95
Nālūt,0,1627343039,20,30.3333,10.85,83.08,15.64
Jutaí,99,1627343040,74,-5.1833,-68.9,79.43,1.63
Sundargarh,100,1627343040,83,22.1167,84.0333,78.85,8.39
Kulhudhuffushi,100,1627343041,75,6.6221,73.07,82.04,13.24
Itarema,19,1627343041,81,-2.9248,-39.9167,79.16,18.32
Yining,39,1627343041,81,29.0361,114.5636,81.84,4.32
Margate,50,1627343042,90,51.3813,1.3862,65.03,1.99
Shubarkuduk,0,1627343042,38,49.1447,56.4872,62.74,8.79
Gaoua,47,1627343043,74,10.2992,-3.2508,76.03,7.31
Dolgorukovo,42,1627343043,63,52.3195,38.3453,63.59,0.69
Tegul'det,100,1627343043,97,57.3064,88.1667,62.47,6.89
Ayan,8,1627343044,55,56.45,138.1667,70.57,7.63
Vila Velha,40,1627343044,88,-20.3297,-40.2925,71.55,6.91
Nome,90,1627343046,87,64.5011,-165.4064,50.07,9.22
Sakaiminato,75,1627343005,89,35.55,133.2333,80.53,3.44
Sinaloa,12,1627343046,44,25.0,-107.5,94.62,11.18
Vyartsilya,49,1627343047,83,62.1764,30.693,59.95,1.3
Kapuskasing,75,1627343047,59,49.4169,-82.4331,66.29,3.44
Koumac,99,1627343047,59,-20.5667,164.2833,72.54,8.25
Baza,9,1627343048,82,37.4907,-2.7726,71.42,1.99
Kencong,26,1627343049,83,-8.2833,113.3667,73.53,2.28
Chabahar,47,1627343050,86,25.2919,60.643,83.7,5.44
Husavik,74,1627342872,82,66.0449,-17.3389,49.91,1.95
Maïné Soroa,100,1627343050,83,13.2114,12.0241,75.74,8.99
Port Hardy,75,1627343051,77,50.6996,-127.4199,62.78,10.36
George Town,20,1627342848,88,5.4112,100.3354,82.89,0.0
Tommot,75,1627343051,69,58.9564,126.2925,70.07,4.83
Benguela,62,1627343052,85,-12.5763,13.4055,69.82,3.85
Peniche,3,1627342877,89,39.3558,-9.3811,66.72,15.19
Kloulklubed,100,1627343052,79,7.0419,134.2556,82.9,17.96
Yanacancha,97,1627343053,87,-10.2411,-76.6456,41.65,0.83
Launceston,90,1627343053,97,-41.45,147.1667,54.81,1.01
Kinwat,100,1627343054,82,19.6333,78.2,75.54,13.8
Conceição do Araguaia,44,1627343055,36,-8.2578,-49.2647,78.22,3.56
Abu Dhabi,0,1627342989,41,24.4667,54.3667,96.91,3.44
Dukat,100,1627343056,87,62.55,155.55,48.25,4.72
Temir,28,1627343056,33,49.1414,57.13,66.22,12.66
Senneterre,83,1627343056,71,48.3835,-77.2328,68.22,9.44
Luebo,85,1627343057,39,-5.35,21.4167,66.27,2.04
Cabo San Lucas,1,1627342621,66,22.8909,-109.9124,94.8,12.66
Birobidzhan,98,1627343057,69,48.8,132.95,82.47,2.28
Phibun Mangsahan,95,1627343058,89,15.2447,105.2291,78.78,8.28
Belyy Yar,0,1627343058,88,53.6039,91.3903,66.09,0.0
Tiarei,49,1627343029,75,-17.5333,-149.3333,82.42,7.49
Teahupoo,46,1627343059,74,-17.8333,-149.2667,76.96,9.48
Honggang,100,1627343059,93,46.4667,124.8667,71.55,10.78
Bauchi,100,1627343060,97,10.5,10.0,69.53,3.18
Khasan,64,1627343060,76,42.4308,130.6434,77.45,1.41
Ponta Delgada,75,1627343060,94,37.7333,-25.6667,68.72,8.05
Nabire,86,1627343061,69,-3.3667,135.4833,82.74,1.16
Ocós,100,1627343061,71,14.5094,-92.1933,86.5,3.78
Salinópolis,41,1627343062,81,-0.6136,-47.3561,79.14,10.71
Araouane,55,1627343062,26,18.9048,-3.5265,98.71,13.15
Virtsu,99,1627343062,76,58.5716,23.5115,71.58,11.36
Deep River,59,1627343063,68,46.1001,-77.4995,76.75,4.9
Coral Hills,20,1627343063,73,38.8704,-76.9211,85.23,5.99
Poum,100,1627343064,67,-20.2333,164.0167,71.35,8.84
Baturaja,12,1627343064,89,-4.1333,104.1667,69.08,2.93
Werdohl,60,1627343064,52,51.2667,7.7667,63.14,1.01
Nioro,87,1627343065,77,13.35,-15.75,78.66,7.34
Izumo,20,1627343065,83,35.3667,132.7667,80.49,5.75
Srīsailain,87,1627342955,87,16.0833,78.8667,72.68,12.75
Akhmīm,0,1627343066,26,26.5622,31.745,82.6,6.58
Ulaangom,8,1627343066,54,49.9811,92.0667,68.76,1.39
Mlonggo,2,1627343067,71,-6.5333,110.7,69.69,4.65
Altamont,1,1627343067,25,42.2068,-121.7372,93.88,1.01
Kolvereid,13,1627343067,63,64.8655,11.6047,65.14,8.21
Disna,60,1627343068,76,55.568,28.1971,64.69,5.91
Āstāneh-ye Ashrafīyeh,0,1627343068,65,37.2596,49.9444,77.92,0.81
Mount Gambier,46,1627343069,66,-37.8333,140.7667,49.91,17.27
Kitui,40,1627343069,77,-1.367,38.0106,56.64,3.09
West Bay,20,1627343069,74,19.3667,-81.4167,86.07,1.99
Auburn Hills,40,1627343070,50,42.6875,-83.2341,88.68,1.99
Aklavik,90,1627342884,77,68.2191,-135.0107,63.32,3.44
Luleå,75,1627343070,82,65.5842,22.1547,64.47,2.3
Talnakh,78,1627342870,65,69.4865,88.3972,72.66,8.08
Progreso,42,1627343071,73,21.2833,-89.6667,86.11,8.84
Omsukchan,100,1627343071,85,62.5333,155.8,50.76,6.2
Ruska Poliana,68,1627343072,60,49.417,31.9201,69.67,5.55
Buchanan,100,1627343072,86,5.8808,-10.0467,75.58,10.96
Clyde River,90,1627342898,93,70.4692,-68.5914,39.43,5.75
Rantoul,1,1627343073,53,40.3084,-88.1559,86.45,4.61
Nizhniy Tsasuchey,46,1627343073,73,50.5167,115.1333,64.26,10.02
Burns Lake,63,1627343074,41,54.2331,-125.7533,60.22,6.82
Vitry-le-François,50,1627342969,93,48.7333,4.5833,64.81,6.4
Peremyshlyany,75,1627343074,90,49.6652,24.5585,68.34,8.19
Mogadishu,85,1627342975,82,2.0371,45.3438,76.1,21.77
Villa Vicente Guerrero,67,1627343075,65,19.1194,-98.1708,65.19,6.91
Saint-Leu,32,1627343075,72,-21.15,55.2833,63.43,10.2
Faya,73,1627343076,73,18.3851,42.4509,68.11,5.28
Nacala,11,1627343076,86,-14.5428,40.6728,65.28,11.9
Kruisfontein,73,1627343077,27,-34.0033,24.7314,67.89,15.64
Bumba,100,1627343077,85,2.1833,22.4667,73.22,2.93
Portland,20,1627343077,40,45.5234,-122.6762,92.97,3.0
Mnogovershinnyy,100,1627343078,58,53.9353,139.9242,71.49,3.02
Yarmouth,1,1627343013,73,41.7057,-70.2286,81.01,8.01
Roebourne,49,1627343078,65,-20.7833,117.1333,69.87,7.54
Thompson,40,1627342881,33,55.7435,-97.8558,71.76,5.75
Ha Tinh,100,1627343079,73,18.3333,105.9,83.03,7.38
Coracora,16,1627343079,51,-15.0333,-73.7833,48.36,1.3
Hornepayne,77,1627343080,58,49.2138,-84.7705,68.59,3.96
Raudeberg,81,1627343080,74,61.9875,5.1352,66.87,7.52
Ambon City,20,1627342866,89,-3.6954,128.1814,78.94,2.3
Arrondissement d'Arcachon,0,1627343081,94,44.5875,-1.0519,62.92,0.0
Laas,67,1627343081,90,46.6166,10.7002,63.48,2.84
Eyl,66,1627343082,58,7.9803,49.8164,78.39,21.5
Shchebetovka,77,1627343083,77,44.9333,35.15,73.15,9.6
Logroño,0,1627343083,77,42.4667,-2.45,60.3,0.0
Trivandrum,40,1627343083,89,8.4833,76.9167,78.78,4.61
Agadez,32,1627343084,40,19.75,10.25,87.73,10.49
Kjøpsvik,21,1627343084,81,68.097,16.3742,52.18,3.85
Nouadhibou,0,1627342886,88,20.931,-17.0347,69.78,21.85
Hasaki,100,1627343085,85,35.7333,140.8333,73.8,16.28
Inhambane,39,1627343085,68,-23.865,35.3833,63.37,8.41
Emerald,0,1627343086,44,-23.5333,148.1667,59.14,5.75
Maragogi,35,1627343086,90,-9.0122,-35.2225,73.45,8.23
Lompoc,75,1627343086,75,34.6391,-120.4579,78.01,6.91
Yarensk,21,1627343087,95,62.1675,49.0916,41.99,7.2
Rybnaya Sloboda,16,1627343087,66,55.4613,50.1409,55.38,9.08
Herat Province,0,1627343088,31,34.5,62.0,81.27,30.47
Turka,56,1627343088,88,49.1541,23.0297,67.15,6.64
Severnoye,95,1627343088,79,56.3491,78.3619,51.49,8.57
Henties Bay,0,1627343089,56,-22.116,14.2845,65.86,1.01
Santa Maria,90,1627343086,100,-29.6842,-53.8069,63.7,3.44
Narsaq,27,1627342864,72,60.9167,-46.05,55.62,0.67
Balaipungut,62,1627343090,94,1.05,101.2833,77.41,2.06
Broken Hill,7,1627343090,41,-31.95,141.4333,56.91,18.41
Oranjemund,0,1627343090,67,-28.55,16.4333,59.0,6.62
Saint-Augustin,98,1627342863,82,51.226,-58.6502,60.85,8.3
Salalah,75,1627342894,83,17.0151,54.0924,78.89,4.61
Naica,78,1627343091,14,27.85,-105.4833,93.38,9.8
Norman Wells,90,1627342852,55,65.282,-126.8329,64.44,11.5
Tilichiki,100,1627342895,98,60.4667,166.1,53.8,3.87
Harper,95,1627343092,78,4.375,-7.7169,75.88,10.13
Camaná,87,1627343093,87,-16.6228,-72.7111,61.27,11.77
Ixtapa,75,1627342950,74,20.7,-105.2,85.23,6.91
Sola,32,1627343094,78,-13.8833,167.55,80.22,16.58
Waddān,0,1627343094,42,29.1614,16.139,77.36,15.43
Susanville,1,1627343060,22,40.4163,-120.653,93.09,11.01
Lebanon,1,1627343095,80,36.2081,-86.2911,85.1,4.61
Coahuayana Viejo,48,1627343095,76,18.7333,-103.6833,89.08,4.23
Hofn,97,1627343096,82,64.2539,-15.2082,52.56,6.85
Machilipatnam,99,1627343096,72,16.1667,81.1333,82.44,11.01
Cerritos,75,1627343097,68,33.8583,-118.0648,91.65,7.0
North Bend,90,1627343097,86,43.4065,-124.2243,75.24,24.16
Beloha,58,1627343098,68,-25.1667,45.05,61.47,12.24
Alpena,1,1627343098,67,45.0617,-83.4327,80.94,2.77
Dāmghān,0,1627343098,42,36.1683,54.348,80.31,3.87
Muaná,64,1627343099,79,-1.5283,-49.2167,77.81,6.2
Murgab,0,1627343099,35,37.4966,61.9714,85.87,11.5
Qom,0,1627342889,28,34.6401,50.8764,87.33,15.43
Ndélé,100,1627343100,98,8.4109,20.6473,68.32,1.5
Bariloche,0,1627342946,52,-41.1456,-71.3082,37.15,5.75
Sosenskiy,10,1627343100,87,54.059,35.9623,56.91,2.53
Samarai,100,1627343101,86,-10.6167,150.6667,78.76,16.64
Dicabisagan,99,1627343101,60,17.0818,122.4157,85.87,3.06
Humberto de Campos,76,1627343103,85,-2.5983,-43.4611,75.74,4.9
Sharjah city,0,1627343105,48,25.3573,55.4033,96.78,2.3
Whitehorse,90,1627343105,93,60.7161,-135.0538,53.02,10.0
Ateli Mandi,100,1627343105,81,28.1,76.2833,82.83,10.76
Batticaloa,99,1627343106,66,7.7102,81.6924,81.81,5.86
Remanso,42,1627343106,58,-9.6179,-42.0831,76.86,11.3
Yumen,19,1627343107,20,40.2833,97.2,77.58,12.26
Rotunda,42,1627343107,45,43.9833,24.3167,72.73,7.11
Tura,100,1627342845,95,25.5198,90.2201,75.76,4.23
Marzuq,100,1627343108,73,14.4,46.4667,73.81,6.4
Mpika,68,1627343108,89,-11.8343,31.4529,42.31,4.41
Muravlenko,100,1627343109,73,63.7898,74.523,49.37,11.61
Qingdao,20,1627343109,83,36.0986,120.3719,82.0,4.47
Jiazi,100,1627343109,81,22.8779,116.067,85.08,7.85
Plettenberg Bay,33,1627343110,33,-34.0527,23.3716,69.46,18.45
College,75,1627343110,49,64.8569,-147.8028,72.09,12.66
Dvinskoy Bereznik,40,1627343111,89,62.8551,42.7072,41.41,4.99
Alyangula,75,1627343111,100,-13.8483,136.4192,71.47,4.61
Dalbandin,95,1627343112,13,28.8947,64.4101,91.33,4.18
Zhangye,100,1627343034,34,38.9342,100.4517,73.17,11.72
Petropavlovsk-Kamchatskiy,40,1627343112,57,53.0452,158.6483,77.59,11.18
Warri,91,1627343112,75,5.5167,5.75,73.49,4.36
Kununurra,100,1627343113,78,-15.7667,128.7333,73.38,1.14
Ginda,100,1627343113,96,30.6945,78.4932,67.73,1.36
Pomabamba,69,1627343114,68,-8.8333,-77.4667,53.37,4.7
Huilong,100,1627343114,94,31.8111,121.655,80.04,30.4
Xucheng,95,1627343115,78,20.35,110.1288,79.5,17.0
Richards Bay,28,1627343115,59,-28.783,32.0377,61.32,14.79
Comodoro Rivadavia,0,1627343116,49,-45.8667,-67.5,46.26,13.8
Dunedin,66,1627342874,64,-45.8742,170.5036,50.79,9.98
Sotik Post,93,1627343117,84,-0.7813,35.3416,54.91,2.46
Morant Bay,62,1627343117,84,17.8815,-76.4093,83.82,9.31
Coquimbo,0,1627343094,87,-29.9533,-71.3436,55.13,6.91
Zhangjiakou Shi Xuanhua Qu,100,1627343118,76,40.6103,115.0447,72.81,2.64
Sokoni,13,1627343118,75,-6.4333,39.55,75.06,19.75
Rio Grande,100,1627342983,91,-32.035,-52.0986,49.95,17.47
Nanortalik,37,1627343119,78,60.1432,-45.2371,49.15,0.89
Buin,0,1627343119,75,-33.7333,-70.75,55.74,6.64
Port Shepstone,90,1627343120,59,-30.7414,30.455,56.88,6.51
Oshawa,75,1627343061,57,43.9001,-78.8496,86.92,4.61
The Valley,20,1627343120,74,18.217,-63.0578,82.54,11.5
Labuhan,8,1627342949,80,-6.8844,112.2051,74.61,6.38
Coruripe,14,1627343121,89,-10.1256,-36.1756,72.82,10.98
Bone,46,1627343121,84,51.9669,12.1396,69.71,4.99
Cumberland,1,1627343122,60,35.0502,-78.8664,90.48,5.75
Wuwei,100,1627343122,28,37.9281,102.6414,75.79,3.67
Santa Marinella,96,1627343123,81,42.0345,11.8536,80.94,4.74
Doaba,63,1627343124,60,33.4244,70.7364,86.74,3.44
Biu,100,1627343124,97,10.6129,12.1946,67.75,7.92
Vanimo,72,1627342965,68,-2.6741,141.3028,83.14,5.37
Ketchikan,90,1627343073,82,55.3422,-131.6461,61.27,14.97
Bintulu,20,1627343125,94,3.1667,113.0333,79.21,0.0
Sarāhan,100,1627343126,96,31.5167,77.8,67.57,0.09
Grindavik,90,1627342957,93,63.8424,-22.4338,49.95,9.22
Bathsheba,20,1627342897,78,13.2167,-59.5167,81.21,14.97
City of San Pedro,90,1627343127,92,14.35,121.0167,81.16,17.27
Camapuã,1,1627343127,32,-19.5314,-54.0439,75.97,1.32
Los Llanos de Aridane,90,1627343127,95,28.6585,-17.9182,68.13,14.97
Rawson,40,1627343128,81,-43.3002,-65.1023,43.09,17.27
Edineţ,28,1627343128,62,48.1681,27.305,66.42,7.43
Buraidah,43,1627343129,16,26.326,43.975,97.25,12.06
Ouésso,100,1627342850,66,1.6136,16.0517,76.66,2.39
Longyearbyen,75,1627343129,87,78.2186,15.6401,42.64,2.3
Zhigalovo,28,1627343081,58,54.8097,105.1578,69.82,2.39
Aykhal,13,1627343124,41,66.0,111.5,79.88,2.59
Tadpatri,85,1627343130,74,14.9167,78.0167,77.34,17.4
Hambantota,97,1627342871,82,6.1241,81.1185,79.9,16.91
Saint Anthony,1,1627342866,47,45.0205,-93.218,89.74,10.36
Mossendjo,62,1627343131,92,-2.9506,12.7261,64.78,3.11
Kysyl-Syr,16,1627343132,47,63.8986,122.7617,72.52,8.41
